LogDate,DownloadDate,EmployeeCode,DeviceName,SerialNumber,Direction,DeviceDirection,VerificationTypeName,WorkCode,GPS
2025-09-26 15:24:10,2025-09-26 15:24:11,200,xpu,BJ2C210961409,IN,INOUT,Finger,,

